index,id,caused_delay_time,replication,scenario,number_of_vehicles
6,608,9975.819684782351,6,7,662.0
7,1330,4776.06581493926,6,7,2213.0
8,2319,11774.090664646126,6,7,5472.0
9,1628,11967.084356910767,6,7,5548.0
10,2760,4790.7873886156385,6,7,2236.0
11,27,15432.33078256362,6,7,7156.0
12,3147,66277.71191394565,6,7,976.0
13,1733,508.96064703592236,6,7,237.0
14,1634,11942.316689557007,6,7,5542.0
15,1511,2757.661990687405,6,7,1273.0
16,2572,24693.85295009951,6,7,1645.0
17,1374,4732.667450092523,6,7,2209.0
18,55,482921.155902432,6,7,7137.0
19,1654,11950.020998664475,6,7,5534.0
20,2798,150988.22380561993,6,7,2232.0
21,1666,11880.30487732655,6,7,5529.0
22,1787,16206.278176161271,6,7,237.0
23,3020,1773.569040012052,6,7,824.0
24,1396,4779.404857082944,6,7,2207.0
25,672,44408.83068934678,6,7,660.0
26,3024,1776.6791540279808,6,7,823.0
27,366,134760.59502054873,6,7,1998.0
28,230,14675.28254803024,6,7,6804.0
29,3052,1757.8066270395416,6,7,822.0
30,2031,6728.102494621875,6,7,3122.0
31,2053,116068.54008873146,6,7,3118.0
32,3163,36864.33173002559,6,7,966.0
33,2806,32937.75256051457,6,7,2213.0
34,676,24064.14677169048,6,7,652.0
35,97,476163.9013847737,6,7,7045.0
36,430,4256.130908273043,6,7,1984.0
37,3167,2080.622908987662,6,7,960.0
38,3197,64997.38768085001,6,7,959.0
39,466,29632.41225027158,6,7,1977.0
40,702,24256.803329855447,6,7,647.0
41,482,132386.6644968909,6,7,1972.0
42,2099,46412.75885917553,6,7,3099.0
43,2101,46209.61885793134,6,7,3087.0
44,706,9725.252929573207,6,7,643.0
45,111,15045.091344955857,6,7,6952.0
46,3247,2053.4617376928727,6,7,946.0
47,744,1375.1515271667927,6,7,639.0
48,796,9646.550299482322,6,7,638.0
49,802,1372.4563494819545,6,7,636.0
50,824,9531.053337765525,6,7,636.0
51,834,9516.927028703074,6,7,635.0
52,864,42903.86973369815,6,7,635.0
53,898,42222.54330317732,6,7,625.0
54,904,42034.94752163003,6,7,619.0
55,920,22694.209395550675,6,7,612.0
56,938,41253.98155284976,6,7,611.0
57,998,8984.187494991716,6,7,607.0
58,1070,8936.767073385672,6,7,602.0
59,1132,1292.768704993528,6,7,599.0
60,1164,22683.40379654893,6,7,597.0
61,1188,22620.89312783979,6,7,593.0
62,1210,21608.643558873162,6,7,588.0
63,1214,8826.444748194948,6,7,588.0
0,17,484337.7267365001,3,7,7197.0
1,2591,90795.18771061188,3,7,1347.0
2,2825,27256.051724848683,3,7,404.0
3,1590,11896.8635641167,3,7,5548.0
4,3075,68953.56627257074,3,7,1039.0
5,2324,24535.912887776158,3,7,1623.0
6,2251,82524.91301071501,3,7,5501.0
7,1927,214347.55633658756,3,7,3182.0
8,2143,6936.817813357161,3,7,3215.0
9,1610,208953.96534967687,3,7,5540.0
10,2936,55782.35124344435,3,7,820.0
11,2261,82338.29973221835,3,7,5493.0
12,598,8426.433220835323,3,7,577.0
13,1509,83624.81947264852,3,7,1234.0
14,2414,24071.22930848929,3,7,1615.0
15,2776,145040.98053014255,3,7,2139.0
16,2283,11817.930608131908,3,7,5480.0
17,190,102552.92860680619,3,7,6849.0
18,2416,24248.804890678006,3,7,1612.0
19,1763,15399.997297430376,3,7,224.0
20,1624,11862.825062768263,3,7,5506.0
21,332,4499.051914669903,3,7,2082.0
22,636,8517.737649540095,3,7,575.0
23,1638,11848.066423412558,3,7,5501.0
24,19,106766.61496976904,3,7,7130.0
25,2448,24025.103754281376,3,7,1605.0
26,2948,1757.8710515822077,3,7,813.0
27,2468,107790.6836803676,3,7,1600.0
28,2855,26721.52897660335,3,7,399.0
29,3085,38461.112586335905,3,7,1029.0
30,31,266176.1285077798,3,7,7108.0
31,1955,117766.99650802536,3,7,3146.0
32,2964,54823.77562470138,3,7,812.0
33,2780,78972.29192210823,3,7,2114.0
34,2637,2846.3957907458243,3,7,1331.0
35,2639,2856.325036680395,3,7,1329.0
36,700,8603.743469779585,3,7,573.0
37,2679,89719.62211038976,3,7,1327.0
38,3123,2237.8998677029513,3,7,1028.0
39,1959,6717.245948813088,3,7,3127.0
40,1963,46965.71621447393,3,7,3125.0
41,3139,69614.65147626471,3,7,1028.0
42,63,475533.8263006542,3,7,7058.0
43,722,1239.6617745712372,3,7,572.0
44,1783,3368.9009608629212,3,7,220.0
45,2474,23809.176794820658,3,7,1587.0
46,2966,1736.2279500494815,3,7,806.0
47,1967,210946.7723601141,3,7,3116.0
48,770,1236.1603315822088,3,7,572.0
49,1811,476.6631752185832,3,7,220.0
50,1813,15022.736369515174,3,7,220.0
51,800,1206.267413797539,3,7,571.0
52,2508,23828.145836009553,3,7,1579.0
53,824,8567.704129195665,3,7,571.0
54,3016,54129.75971145512,3,7,806.0
55,850,1227.6668622684383,3,7,570.0
56,3151,2182.4553507828095,3,7,1011.0
57,2532,106797.16915533111,3,7,1574.0
58,868,21344.83563505138,3,7,570.0
59,3225,68721.58645217391,3,7,1008.0
60,85,260735.41298284597,3,7,6978.0
61,2001,46342.89916874931,3,7,3082.0
62,902,8537.994813678268,3,7,570.0
63,2035,45910.79122754487,3,7,3069.0
64,956,1229.2776341941744,3,7,570.0
65,962,21696.38482582424,3,7,569.0
66,2083,6591.795399878677,3,7,3061.0
67,3062,1720.9253905683997,3,7,789.0
68,984,1231.8456033022494,3,7,566.0
69,990,21177.373713043595,3,7,566.0
70,1004,1208.9859227868703,3,7,564.0
71,1062,8477.634234191322,3,7,564.0
72,1108,8285.807565392606,3,7,564.0
73,1128,8489.490799801317,3,7,562.0
74,1198,8429.300369912442,3,7,559.0
75,1274,37682.53363750497,3,7,558.0
0,2217,11718.832027970004,1,7,5444.0
1,2121,6984.31497351304,1,7,3236.0
2,2348,24590.596717419354,1,7,1627.0
3,2127,120561.3643768008,1,7,3234.0
4,1915,217594.48053395157,1,7,3225.0
5,2710,90298.25628776831,1,7,2401.0
6,2684,2917.8870641322046,1,7,1358.0
7,33,15422.959075776584,1,7,7190.0
8,2247,81638.71373674684,1,7,5440.0
9,2595,2933.886117961571,1,7,1358.0
10,3290,3564.9788880963333,1,7,1646.0
11,41,15491.12914189413,1,7,7184.0
12,521,6744.821127606478,1,7,3131.0
13,2352,3491.490421902957,1,7,1625.0
14,1616,207417.63577529456,1,7,5538.0
15,533,6797.82152386154,1,7,3129.0
16,148,14726.714200202627,1,7,6834.0
17,2273,11723.598186454785,1,7,5426.0
18,618,1389.07518968935,1,7,646.0
19,2384,24491.689265767025,1,7,1624.0
20,2764,32468.944532580932,1,7,2181.0
21,1330,4691.805327767107,1,7,2181.0
22,2639,2909.045259367892,1,7,1353.0
23,3139,68716.9364072076,1,7,1023.0
24,656,24646.8180841738,1,7,646.0
25,555,6726.319179473983,1,7,3124.0
26,274,4284.467823619901,1,7,1989.0
27,1701,3384.731292556488,1,7,224.0
28,2147,215946.7606304736,1,7,3209.0
29,2845,24490.509563779295,1,7,368.0
30,1352,4667.04693366578,1,7,2179.0
31,2938,1764.0896581261106,1,7,818.0
32,2496,3463.9202196991087,1,7,1619.0
33,2659,20182.394982715196,1,7,1352.0
34,2524,60446.98709247838,1,7,1617.0
35,1521,2671.2224431989835,1,7,1244.0
36,202,14647.9798842573,1,7,6807.0
37,2714,35674.66964363266,1,7,2386.0
38,2790,82209.57363160797,1,7,2169.0
39,1535,2666.823796848046,1,7,1242.0
40,1709,15042.915102969599,1,7,224.0
41,1919,6857.5869631774385,1,7,3195.0
42,1925,47808.54948101342,1,7,3194.0
43,2986,1755.670702671952,1,7,817.0
44,354,29565.00925787064,1,7,1983.0
45,105,15325.399418307163,1,7,7135.0
46,684,43654.1067710546,1,7,641.0
47,358,29807.251716680814,1,7,1982.0
48,1426,4687.590286471483,1,7,2171.0
49,2552,24218.73563412346,1,7,1612.0
50,2810,4640.4523929614825,1,7,2151.0
51,1442,4716.871314507568,1,7,2170.0
52,1961,215099.43602240353,1,7,3177.0
53,2165,6881.828518304116,1,7,3178.0
54,440,4250.218787372011,1,7,1972.0
55,1470,4661.134086133861,1,7,2162.0
56,2861,24969.34202122566,1,7,364.0
57,442,4222.885923383994,1,7,1972.0
58,2179,118534.17317386754,1,7,3175.0
59,3171,68340.06988433651,1,7,1014.0
60,702,23949.083615729476,1,7,633.0
61,1757,14821.097295227528,1,7,218.0
62,474,4240.359668814831,1,7,1966.0
63,1985,118042.28447803733,1,7,3150.0
64,712,1343.4184837520793,1,7,628.0
65,1991,6782.708082349746,1,7,3127.0
66,770,1349.179939068055,1,7,623.0
67,774,1353.782490876289,1,7,623.0
68,2029,46820.8480137598,1,7,3120.0
69,3179,66858.93839082205,1,7,1002.0
70,790,23541.868819881623,1,7,623.0
71,2039,46687.25941826903,1,7,3108.0
72,2903,24433.03095154863,1,7,358.0
73,796,9266.75373514489,1,7,620.0
74,816,9200.691731248451,1,7,616.0
75,3193,2118.059259115834,1,7,992.0
76,3199,2135.260882006461,1,7,991.0
77,3223,66991.60446999679,1,7,989.0
78,880,22920.6776168448,1,7,616.0
79,960,9196.66586121465,1,7,612.0
80,982,22995.664180017448,1,7,608.0
81,986,9118.450386051572,1,7,602.0
82,998,9022.326215932588,1,7,598.0
83,1000,22563.440226228173,1,7,596.0
84,1016,8889.502725960749,1,7,592.0
85,1034,8855.481128247078,1,7,590.0
86,1082,39634.75267059275,1,7,584.0
87,1100,39118.8552471829,1,7,578.0
88,1106,8586.636202447653,1,7,571.0
89,1116,38602.25878925708,1,7,570.0
90,1154,37753.6649496767,1,7,562.0
91,1216,37307.1384407345,1,7,552.0
92,1226,20837.740002231716,1,7,551.0
93,1254,37184.44595617576,1,7,550.0
0,1477,2716.9511584858856,9,7,1255.0
1,1300,4664.807999648579,9,7,2158.0
2,2241,82954.95328921963,9,7,5547.0
3,2346,59371.76293600903,9,7,1584.0
4,3284,3496.846781130172,9,7,1614.0
5,2135,118716.14240710076,9,7,3201.0
6,1699,15821.855770878221,9,7,235.0
7,3073,2074.458804593736,9,7,967.0
8,3296,3498.245409669832,9,7,1613.0
9,49,107897.80512070631,9,7,7181.0
10,594,9393.887811618024,9,7,620.0
11,2271,83183.26092709885,9,7,5534.0
12,2758,149970.25822589907,9,7,2222.0
13,537,205471.6626346197,9,7,3056.0
14,2954,56810.433418301145,9,7,841.0
15,602,41503.575365013625,9,7,619.0
16,2139,121105.07467455072,9,7,3185.0
17,51,107788.70185122744,9,7,7167.0
18,2647,2783.0144569516715,9,7,1295.0
19,174,102418.49024918694,9,7,6850.0
20,2289,371924.8519942437,9,7,5521.0
21,2424,23957.259359033847,9,7,1578.0
22,2007,47858.17312683619,9,7,3182.0
23,1654,11970.49679721222,9,7,5563.0
24,1660,12021.69189466723,9,7,5561.0
25,3171,65592.36461776715,9,7,963.0
26,330,30506.842348427916,9,7,2044.0
27,1547,85109.05687467883,9,7,1248.0
28,1398,143255.39614697633,9,7,2137.0
29,2017,47446.544834693384,9,7,3176.0
30,2496,3389.1165126323085,9,7,1574.0
31,2159,213300.02564177747,9,7,3168.0
32,2520,106554.02846424618,9,7,1572.0
33,336,30595.146256626853,9,7,2041.0
34,226,14710.096734396964,9,7,6814.0
35,2035,47595.989112248695,9,7,3163.0
36,2762,33117.30079942996,9,7,2202.0
37,236,102226.68526410006,9,7,6807.0
38,2825,23137.876510420352,9,7,336.0
39,368,30844.304827390526,9,7,2037.0
40,2039,47486.57000727152,9,7,3152.0
41,107,481165.5487039305,9,7,7108.0
42,1723,15682.462620857112,9,7,232.0
43,2301,81631.069229178,9,7,5461.0
44,604,9222.03899379064,9,7,612.0
45,3193,2050.430921222792,9,7,954.0
46,386,136466.009867795,9,7,2032.0
47,1551,83460.15065431307,9,7,1237.0
48,3213,64764.9571254125,9,7,954.0
49,2794,148170.55379610843,9,7,2194.0
50,2061,6781.891240163384,9,7,3142.0
51,606,9199.68859601903,9,7,608.0
52,2976,1793.7467038975633,9,7,832.0
53,2528,3353.613157487864,9,7,1553.0
54,2980,56189.00356930498,9,7,832.0
55,2071,6780.9121788543935,9,7,3142.0
56,608,9101.51096397673,9,7,608.0
57,612,40547.837301058345,9,7,605.0
58,1440,4571.582409554515,9,7,2112.0
59,1450,142389.37404638794,9,7,2108.0
60,1731,498.25110007582214,9,7,232.0
61,1763,15146.751427635478,9,7,232.0
62,121,105333.56663639763,9,7,7018.0
63,424,135065.15047894308,9,7,2008.0
64,2808,81014.90516024242,9,7,2172.0
65,2829,720.9022640432327,9,7,335.0
66,3048,1763.543000285764,9,7,818.0
67,1785,15789.737249724354,9,7,232.0
68,696,1266.4547791478647,9,7,593.0
69,710,1277.9463665736985,9,7,593.0
70,756,22366.90060450232,9,7,591.0
71,476,133822.8619913294,9,7,1984.0
72,1805,3392.1937242004456,9,7,229.0
73,1841,487.61539683126705,9,7,228.0
74,798,22497.64909625153,9,7,587.0
75,1867,491.2270008124892,9,7,228.0
76,1893,490.1809284098733,9,7,228.0
77,488,74048.66691325026,9,7,1965.0
78,806,8727.287815295653,9,7,586.0
79,838,8901.891812372398,9,7,585.0
80,876,8651.23668630671,9,7,584.0
81,904,39395.27444409253,9,7,583.0
82,938,39252.472359922074,9,7,577.0
83,982,21042.83467397384,9,7,568.0
84,1042,8457.127343171764,9,7,562.0
85,1090,21171.094791344753,9,7,562.0
86,1096,8428.799284226325,9,7,558.0
87,1140,8429.331885748197,9,7,558.0
88,1166,1196.8358530276278,9,7,557.0
89,1174,8352.096414379332,9,7,557.0
90,1190,21245.85835921679,9,7,557.0
91,1210,20878.3553153041,9,7,555.0
92,1220,37403.5525798206,9,7,552.0
93,1230,1179.9494762873558,9,7,540.0
0,2187,11803.684758012841,5,7,5486.0
1,3268,3425.5633428954256,5,7,1594.0
2,15,108189.86076761832,5,7,7198.0
3,1677,15633.329463950027,5,7,227.0
4,3083,2295.2632173916395,5,7,1066.0
5,493,6679.393349933474,5,7,3095.0
6,2133,211396.12135606734,5,7,3125.0
7,2710,91103.57676583483,5,7,2435.0
8,1483,82835.19867315522,5,7,1224.0
9,2340,23738.963758529953,5,7,1572.0
10,2255,82237.77019401734,5,7,5477.0
11,3087,2305.193461317223,5,7,1066.0
12,2688,2908.9189167980526,5,7,1349.0
13,513,46524.57088758628,5,7,3088.0
14,604,10013.775338367754,5,7,664.0
15,3107,2289.604278277414,5,7,1064.0
16,1947,6914.019160502108,5,7,3204.0
17,1624,11806.316384214448,5,7,5470.0
18,39,483648.0813120793,5,7,7171.0
19,1336,4647.815511571724,5,7,2151.0
20,1949,6878.336729984354,5,7,3201.0
21,2370,3392.1328860800786,5,7,1570.0
22,1626,11758.187129581225,5,7,5466.0
23,1630,11764.826910848979,5,7,5464.0
24,164,14704.286091819557,5,7,6825.0
25,2420,23584.41892553593,5,7,1569.0
26,172,14688.570277696308,5,7,6820.0
27,1981,215616.05165536172,5,7,3200.0
28,3163,39795.66161177232,5,7,1063.0
29,2990,29344.43474177515,5,7,767.0
30,628,44657.318312356016,5,7,663.0
31,330,30159.653773410177,5,7,2013.0
32,2484,23308.630883139605,5,7,1563.0
33,547,206976.26799827363,5,7,3072.0
34,2853,882.9886817528608,5,7,408.0
35,1416,143966.94274067075,5,7,2140.0
36,2157,46355.74327665114,5,7,3097.0
37,2492,105560.98295118456,5,7,1562.0
38,3197,70858.27450782081,5,7,1057.0
39,396,30181.70156788456,5,7,2003.0
40,3016,50805.950219175575,5,7,762.0
41,1749,485.6210484601442,5,7,225.0
42,2023,119945.15720613643,5,7,3171.0
43,638,9800.733041697706,5,7,657.0
44,1813,15225.651807515454,5,7,225.0
45,99,476632.3731193503,5,7,7062.0
46,466,30099.88521819575,5,7,1993.0
47,654,1432.793707319777,5,7,655.0
48,2536,57450.089183056414,5,7,1554.0
49,1438,31807.94778294762,5,7,2119.0
50,2073,212459.17739086747,5,7,3150.0
51,476,134801.91671951883,5,7,1989.0
52,3221,70346.71688415637,5,7,1045.0
53,704,24476.99697217365,5,7,653.0
54,2568,105259.54171194864,5,7,1544.0
55,1823,14753.360618203582,5,7,223.0
56,3062,1608.2361722683916,5,7,753.0
57,3068,1618.7227431259664,5,7,751.0
58,740,1401.8600708943673,5,7,651.0
59,111,15013.865456254714,5,7,6984.0
60,808,1399.9067195382354,5,7,650.0
61,824,9698.697009331208,5,7,650.0
62,3253,2216.046296335837,5,7,1031.0
63,1833,479.7373536465992,5,7,220.0
64,1841,474.3691011620867,5,7,220.0
65,876,9621.791050295526,5,7,648.0
66,1867,468.61349956708597,5,7,220.0
67,924,23986.003964108324,5,7,645.0
68,930,1374.9050617578387,5,7,641.0
69,960,9634.076007880432,5,7,641.0
70,966,9622.82141651555,5,7,639.0
71,970,9542.726555575831,5,7,637.0
72,982,23349.06286735659,5,7,636.0
73,990,24038.55502773739,5,7,631.0
74,998,9512.15939437814,5,7,629.0
75,1020,23714.974776400984,5,7,625.0
76,1138,1345.8005582809076,5,7,623.0
77,1158,1351.520080629371,5,7,622.0
78,1176,9380.664251859936,5,7,622.0
79,1182,9359.06005463057,5,7,622.0
80,1184,23047.73500116229,5,7,622.0
81,1224,9278.999055929047,5,7,619.0
82,1226,22963.119341136866,5,7,617.0
83,1234,41458.77197572841,5,7,614.0
0,2193,82199.54799029109,7,7,5491.0
1,2722,4722.233640346767,7,7,2188.0
2,2702,35635.83243955219,7,7,2375.0
3,584,9977.30418659814,7,7,673.0
4,2690,93900.07807176397,7,7,1385.0
5,37,485613.2790123821,7,7,7189.0
6,2366,60432.08496580073,7,7,1635.0
7,3306,3690.4457089314687,7,7,1703.0
8,2605,45086.97971556293,7,7,1214.0
9,1318,148152.6949361017,7,7,2206.0
10,507,48490.082723266365,7,7,3235.0
11,248,4342.865798324651,7,7,2019.0
12,2229,11759.342221198074,7,7,5476.0
13,1937,6875.261985176179,7,7,3184.0
14,2754,4680.8541955624505,7,7,2183.0
15,2706,89355.74224733814,7,7,2370.0
16,590,25118.252471439857,7,7,672.0
17,2283,11809.02473015709,7,7,5471.0
18,1624,11774.280081138055,7,7,5469.0
19,160,14693.448015475584,7,7,6839.0
20,2869,25555.607932211245,7,7,379.0
21,1501,2705.5322421470487,7,7,1255.0
22,1638,11792.497849147325,7,7,5464.0
23,1979,6844.216522183391,7,7,3181.0
24,1703,573.38568579771,7,7,258.0
25,2181,119732.29644326257,7,7,3171.0
26,2005,214917.09955140186,7,7,3179.0
27,3129,68542.96645482589,7,7,1007.0
28,1658,11817.707377080655,7,7,5454.0
29,1735,17350.87056726485,7,7,258.0
30,2617,2616.4268962295455,7,7,1206.0
31,206,14700.19394348181,7,7,6818.0
32,3004,1802.2409840119162,7,7,841.0
33,2623,2606.41923325485,7,7,1205.0
34,1529,2681.0197378976573,7,7,1251.0
35,372,30094.164740566488,7,7,2007.0
36,2370,3516.807937410176,7,7,1624.0
37,602,45301.12459060714,7,7,665.0
38,2627,2597.959359028122,7,7,1204.0
39,2396,24226.16539631934,7,7,1624.0
40,55,479781.4889749746,7,7,7112.0
41,2669,45655.48350894542,7,7,1203.0
42,3046,1807.7466812067807,7,7,837.0
43,408,4321.851811870177,7,7,1997.0
44,2420,24064.714532238122,7,7,1619.0
45,1336,4674.211356301381,7,7,2175.0
46,3058,56878.42489173154,7,7,837.0
47,436,29773.470480060903,7,7,1995.0
48,3155,2138.9477322037756,7,7,997.0
49,2496,3465.942524954633,7,7,1616.0
50,2043,116541.79943374619,7,7,3148.0
51,3161,2145.0726209988597,7,7,997.0
52,1356,81176.35647903393,7,7,2173.0
53,2530,3480.189793468839,7,7,1614.0
54,3179,67309.56661988153,7,7,996.0
55,2536,61099.062988816986,7,7,1614.0
56,444,29845.802611092186,7,7,1988.0
57,2875,25135.592132439248,7,7,373.0
58,618,1436.485007733723,7,7,660.0
59,640,9967.580586944101,7,7,658.0
60,1807,17328.200511837003,7,7,258.0
61,2079,211475.9510748934,7,7,3126.0
62,2558,24008.73630167205,7,7,1604.0
63,1388,32109.562445204218,7,7,2161.0
64,480,4270.175708643853,7,7,1976.0
65,664,44281.18295824308,7,7,654.0
66,2572,24129.609348381575,7,7,1602.0
67,1396,4642.391154867579,7,7,2154.0
68,1402,4651.914254960548,7,7,2150.0
69,107,472082.37655288586,7,7,7002.0
70,3181,66283.10602536377,7,7,990.0
71,1428,4617.205568562829,7,7,2143.0
72,1430,4606.775640736581,7,7,2142.0
73,1438,32295.39929011342,7,7,2141.0
74,119,14927.990476400575,7,7,6918.0
75,710,1399.1484552952195,7,7,650.0
76,3197,65977.31448418241,7,7,981.0
77,824,9491.118831439064,7,7,644.0
78,838,9815.942152964986,7,7,644.0
79,858,9735.213314702085,7,7,643.0
80,3245,2088.4275194199026,7,7,968.0
81,868,24089.56801724995,7,7,642.0
82,880,23995.53178190003,7,7,642.0
83,904,42912.721357804316,7,7,640.0
84,938,42737.83268185038,7,7,635.0
85,964,9367.249689042534,7,7,629.0
86,976,9325.092729877944,7,7,625.0
87,990,23865.62895687568,7,7,624.0
88,1000,23632.48701496017,7,7,621.0
89,1012,9236.071652265791,7,7,618.0
90,1022,9254.355210881424,7,7,613.0
91,1068,41202.39559448511,7,7,610.0
92,1096,9017.347978951071,7,7,601.0
93,1106,8971.660969868715,7,7,600.0
94,1184,22354.63248166394,7,7,600.0
95,1188,22346.487814469376,7,7,597.0
96,1230,1259.3587215919733,7,7,589.0
97,1270,39660.851636551015,7,7,589.0
98,1280,40153.18067546539,7,7,583.0
0,1477,2645.9239439167754,4,7,1246.0
1,2189,81850.75746822915,4,7,5455.0
2,1568,11978.403965505107,4,7,5558.0
3,2119,123468.50337647047,4,7,3292.0
4,2702,36681.629578393404,4,7,2448.0
5,2728,32373.7781016962,4,7,2160.0
6,1594,377079.5641293045,4,7,5577.0
7,2400,23833.284618000343,4,7,1595.0
8,37,484510.8508739163,4,7,7189.0
9,2607,19281.898414197884,4,7,1288.0
10,2241,81616.93639130438,4,7,5442.0
11,1493,2639.0534424204548,4,7,1242.0
12,1937,6970.640715801978,4,7,3238.0
13,2414,24037.541562706578,4,7,1592.0
14,1326,4621.154632370104,4,7,2150.0
15,2615,2756.63301254353,4,7,1287.0
16,660,1455.0304535740197,4,7,675.0
17,154,103372.91169317586,4,7,6884.0
18,266,30620.740095423484,4,7,2047.0
19,1501,2661.542206889161,4,7,1241.0
20,2245,81754.77062811362,4,7,5434.0
21,2970,1800.6226976831335,4,7,837.0
22,2143,7025.278054138577,4,7,3271.0
23,2500,3417.0407678195947,4,7,1587.0
24,2001,48179.21455442508,4,7,3229.0
25,2145,7071.315106378411,4,7,3271.0
26,2974,56894.06414324772,4,7,836.0
27,1695,533.5683615289614,4,7,252.0
28,3119,2357.358292344508,4,7,1093.0
29,2508,23644.798650911962,4,7,1587.0
30,1709,17167.888598851725,4,7,252.0
31,694,1429.149316287662,4,7,673.0
32,166,14797.0540824388,4,7,6864.0
33,278,138017.75530742077,4,7,2040.0
34,3135,2370.54232974881,4,7,1091.0
35,698,1452.9048993593012,4,7,671.0
36,1531,2672.623308140004,4,7,1238.0
37,2173,7007.3351966505825,4,7,3262.0
38,702,25660.477364795013,4,7,670.0
39,3155,2356.987371546274,4,7,1090.0
40,1408,4613.218142925897,4,7,2139.0
41,2798,144599.2694173051,4,7,2142.0
42,198,102385.38639311041,4,7,6853.0
43,1537,2675.7216206422618,4,7,1238.0
44,2025,48305.05862543027,4,7,3223.0
45,1410,4598.549796877684,4,7,2137.0
46,2540,23709.974146849047,4,7,1583.0
47,49,106508.18524816299,4,7,7112.0
48,1420,4578.264377385675,4,7,2134.0
49,3219,72809.41337870827,4,7,1087.0
50,2558,23770.703852771647,4,7,1579.0
51,57,15326.42325362311,4,7,7094.0
52,2833,855.0699321208951,4,7,392.0
53,232,256255.3750940276,4,7,6824.0
54,2574,106163.30641125364,4,7,1578.0
55,728,1443.820216347071,4,7,667.0
56,2863,860.637855089378,4,7,392.0
57,744,1443.4535610410671,4,7,667.0
58,1462,4579.651906375383,4,7,2123.0
59,1464,4579.722784154136,4,7,2121.0
60,2875,26209.397907223134,4,7,391.0
61,760,1431.4816185106174,4,7,666.0
