,bridge_id,number_of_vehicles,delay_time,Part_of_road
167,2039,3130.0,47086.914712770274,"N2, LRP012a - LRP086a"
168,2029,3120.0,46820.8480137598,"N2, LRP012a - LRP086a"
169,2035,3116.0,46753.39016989678,"N2, LRP012a - LRP086a"
170,513,3088.0,46524.57088758628,"N1, LRP260c - LRP293a"
171,2099,3099.0,46412.75885917553,"N2, LRP012a - LRP086a"
172,2157,3097.0,46355.74327665114,"N2, LRP086a - LRP117b"
173,2101,3087.0,46209.61885793134,"N2, LRP012a - LRP086a"
174,2669,1203.0,45655.48350894542,"N2, LRP191b - LRP228c"
175,2605,1214.0,45086.97971556293,"N2, LRP191b - LRP228c"
176,786,664.0,44693.9512963164,"N1, LRP293a - LRPE"
177,628,663.0,44657.318312356016,"N1, LRP293a - LRPE"
178,692,660.0,44579.01682369593,"N1, LRP293a - LRPE"
179,672,660.0,44408.83068934678,"N1, LRP293a - LRPE"
180,664,654.0,44281.18295824308,"N1, LRP293a - LRPE"
181,886,654.0,43939.39343123855,"N1, LRP293a - LRPE"
182,898,641.0,43706.335819055545,"N1, LRP293a - LRPE"
183,892,649.0,43609.01211412342,"N1, LRP293a - LRPE"
184,602,642.0,43402.34997781039,"N1, LRP293a - LRPE"
185,752,647.0,43263.59081312183,"N1, LRP293a - LRPE"
186,684,639.0,43180.72445723394,"N1, LRP293a - LRPE"
187,864,635.0,42903.86973369815,"N1, LRP293a - LRPE"
188,896,643.0,42813.82856704104,"N1, LRP293a - LRPE"
189,612,638.0,42654.31950354064,"N1, LRP293a - LRPE"
190,904,627.0,42342.61648967569,"N1, LRP293a - LRPE"
191,828,623.0,42278.49741610979,"N1, LRP293a - LRPE"
192,1086,628.0,42273.05536779162,"N1, LRP293a - LRPE"
193,914,622.0,41681.97604157243,"N1, LRP293a - LRPE"
194,992,615.0,41587.12926320345,"N1, LRP293a - LRPE"
195,1068,610.0,41202.39559448511,"N1, LRP293a - LRPE"
196,938,606.0,41053.123294993056,"N1, LRP293a - LRPE"
197,994,610.0,41020.51526812615,"N1, LRP293a - LRPE"
198,1192,607.0,40881.01073806309,"N1, LRP293a - LRPE"
199,1244,601.0,40707.27173576687,"N1, LRP293a - LRPE"
200,1032,611.0,40639.63482857044,"N1, LRP293a - LRPE"
201,1234,594.0,40191.61529143364,"N1, LRP293a - LRPE"
202,1252,596.0,40179.41519490442,"N1, LRP293a - LRPE"
203,1280,583.0,40153.18067546539,"N1, LRP293a - LRPE"
204,1028,587.0,39982.197207784746,"N1, LRP293a - LRPE"
205,1270,589.0,39660.851636551015,"N1, LRP293a - LRPE"
206,1082,584.0,39634.75267059275,"N1, LRP293a - LRPE"
207,1266,593.0,39614.0311192314,"N1, LRP293a - LRPE"
208,3149,1039.0,39174.275882434886,"N208, LRPS - LRP054a"
209,1100,578.0,39118.8552471829,"N1, LRP293a - LRPE"
210,1116,570.0,38602.25878925708,"N1, LRP293a - LRPE"
211,3085,1029.0,38461.11258633591,"N208, LRPS - LRP054a"
212,1208,569.0,38391.56761806646,"N1, LRP293a - LRPE"
213,3163,1014.0,38329.99667089895,"N208, LRPS - LRP054a"
214,1142,566.0,38310.089088589244,"N1, LRP293a - LRPE"
215,1060,575.0,38147.5580871457,"N1, LRP293a - LRPE"
216,3185,1031.0,37994.08601992839,"N208, LRPS - LRP054a"
217,1260,564.0,37886.94585237781,"N1, LRP293a - LRPE"
218,1080,560.0,37742.72619313996,"N1, LRP293a - LRPE"
219,1274,558.0,37682.53363750497,"N1, LRP293a - LRPE"
220,1104,557.0,37481.1524240584,"N1, LRP293a - LRPE"
221,1220,552.0,37403.5525798206,"N1, LRP293a - LRPE"
222,1216,552.0,37307.1384407345,"N1, LRP293a - LRPE"
223,1254,550.0,37184.44595617576,"N1, LRP293a - LRPE"
224,1120,549.0,36917.76448996828,"N1, LRP293a - LRPE"
225,1154,548.0,36832.573551530106,"N1, LRP293a - LRPE"
226,2702,2423.0,36287.004372615775,"N2, LRP231b - LRP239a"
227,2714,2386.0,35674.66964363266,"N2, LRP231b - LRP239a"
228,2806,2213.0,32937.75256051457,"N2, LRP239a - LRPE"
229,2762,2192.0,32901.476618300076,"N2, LRP239a - LRPE"
230,2736,2184.0,32836.56989755001,"N2, LRP239a - LRPE"
231,2764,2177.0,32516.66785885353,"N2, LRP239a - LRPE"
232,1392,2173.0,32511.698730768883,"N102, LRPS - LRPE"
233,2728,2160.0,32373.7781016962,"N2, LRP239a - LRPE"
234,1388,2161.0,32109.562445204218,"N102, LRPS - LRPE"
235,2804,2132.0,32099.556256527532,"N2, LRP239a - LRPE"
236,1438,2130.0,32051.67353653052,"N102, LRPS - LRPE"
237,2766,2143.0,31893.40535504041,"N2, LRP239a - LRPE"
238,268,2093.0,31351.983750611027,"N1, LRP084a - LRP184a"
239,294,2086.0,31234.981040440158,"N1, LRP084a - LRP184a"
240,374,2070.0,31016.795431417,"N1, LRP184a - LRP260c"
241,368,2037.0,30844.30482739053,"N1, LRP184a - LRP260c"
242,336,2061.0,30837.936088797098,"N1, LRP184a - LRP260c"
243,460,2055.0,30825.83018743948,"N1, LRP184a - LRP260c"
244,266,2047.0,30620.740095423484,"N1, LRP084a - LRP184a"
245,356,2042.0,30554.04686497101,"N1, LRP184a - LRP260c"
246,262,2016.0,30419.9119078814,"N1, LRP084a - LRP184a"
247,284,2017.0,30335.292460260487,"N1, LRP084a - LRP184a"
248,330,2028.0,30333.248060919046,"N1, LRP184a - LRP260c"
249,298,2014.0,30229.651373589524,"N1, LRP184a - LRP260c"
250,264,2013.0,30192.771379913756,"N1, LRP084a - LRP184a"
251,396,2003.0,30181.70156788456,"N1, LRP184a - LRP260c"
252,372,2007.0,30094.164740566488,"N1, LRP184a - LRP260c"
253,360,2002.0,30093.38594879208,"N1, LRP184a - LRP260c"
254,388,2004.0,29948.671211398883,"N1, LRP184a - LRP260c"
255,466,1985.0,29866.148734233666,"N1, LRP184a - LRP260c"
256,444,1988.0,29845.802611092186,"N1, LRP184a - LRP260c"
257,358,1982.0,29807.25171668081,"N1, LRP184a - LRP260c"
258,436,1995.0,29773.470480060903,"N1, LRP184a - LRP260c"
259,354,1983.0,29565.00925787064,"N1, LRP184a - LRP260c"
260,2990,767.0,29344.43474177515,"N207, LRPS - LRPE"
261,2956,781.0,28937.730905203964,"N207, LRPS - LRPE"
262,2855,399.0,26721.52897660335,"N204, LRPS - LRPE"
263,2869,379.0,25555.607932211245,"N204, LRPS - LRPE"
264,2875,376.0,25341.457349448512,"N204, LRPS - LRPE"
265,2825,370.0,25196.964117634518,"N204, LRPS - LRPE"
266,590,672.0,25118.252471439857,"N1, LRP293a - LRPE"
267,2861,364.0,24969.34202122566,"N204, LRPS - LRPE"
268,2472,1653.0,24858.32295145498,"N2, LRP146b - LRP191b"
269,656,646.0,24646.8180841738,"N1, LRP293a - LRPE"
270,2368,1658.0,24630.58498390881,"N2, LRP146b - LRP191b"
271,2534,1639.0,24627.55150439753,"N2, LRP146b - LRP191b"
272,702,650.0,24622.121436793313,"N1, LRP293a - LRPE"
273,2348,1627.0,24590.596717419357,"N2, LRP146b - LRP191b"
274,2324,1623.0,24535.91288777616,"N2, LRP146b - LRP191b"
275,2456,1642.0,24501.25318428965,"N2, LRP146b - LRP191b"
276,2845,368.0,24490.50956377929,"N204, LRPS - LRPE"
277,704,653.0,24476.99697217365,"N1, LRP293a - LRPE"
278,2572,1624.0,24411.731149240542,"N2, LRP146b - LRP191b"
279,2570,1620.0,24405.05482784289,"N2, LRP146b - LRP191b"
280,2398,1626.0,24383.59018781611,"N2, LRP146b - LRP191b"
281,2887,359.0,24319.50326432444,"N204, LRPS - LRPE"
282,2416,1612.0,24248.80489067801,"N2, LRP146b - LRP191b"
283,2396,1624.0,24226.16539631934,"N2, LRP146b - LRP191b"
284,2552,1612.0,24218.73563412346,"N2, LRP146b - LRP191b"
285,2903,357.0,24207.35768449634,"N204, LRPS - LRPE"
286,676,647.0,24082.176938634664,"N1, LRP293a - LRPE"
287,2414,1604.0,24054.385435597935,"N2, LRP146b - LRP191b"
288,2448,1605.0,24025.103754281376,"N2, LRP146b - LRP191b"
289,716,653.0,24007.00269111256,"N1, LRP293a - LRPE"
290,2384,1603.0,24005.230532576206,"N2, LRP146b - LRP191b"
291,2484,1601.0,23965.706249638002,"N2, LRP146b - LRP191b"
292,2424,1578.0,23957.259359033847,"N2, LRP146b - LRP191b"
293,2420,1600.0,23902.21606128084,"N2, LRP146b - LRP191b"
294,2558,1592.0,23889.72007722185,"N2, LRP146b - LRP191b"
295,2400,1595.0,23833.284618000343,"N2, LRP146b - LRP191b"
296,2474,1587.0,23809.176794820654,"N2, LRP146b - LRP191b"
297,924,636.0,23771.537176188132,"N1, LRP293a - LRPE"
298,2340,1572.0,23738.963758529957,"N2, LRP146b - LRP191b"
299,2508,1583.0,23736.472243460757,"N2, LRP146b - LRP191b"
300,1020,625.0,23714.974776400984,"N1, LRP293a - LRPE"
301,2540,1583.0,23709.974146849047,"N2, LRP146b - LRP191b"
302,880,633.0,23703.77692587698,"N1, LRP293a - LRPE"
303,942,636.0,23638.69257249589,"N1, LRP293a - LRPE"
304,2350,1587.0,23634.9047475651,"N2, LRP146b - LRP191b"
305,2462,1566.0,23631.51475847181,"N2, LRP146b - LRP191b"
306,2394,1571.0,23597.677326251272,"N2, LRP146b - LRP191b"
307,790,623.0,23541.868819881623,"N1, LRP293a - LRPE"
308,2548,1557.0,23489.07951180968,"N2, LRP146b - LRP191b"
309,2488,1561.0,23409.92149228837,"N2, LRP146b - LRP191b"
310,990,614.0,23330.034091755708,"N1, LRP293a - LRPE"
311,934,620.0,23123.95021418189,"N1, LRP293a - LRPE"
312,1000,611.0,22984.85219049027,"N1, LRP293a - LRPE"
313,868,606.0,22717.201826150664,"N1, LRP293a - LRPE"
314,920,612.0,22694.209395550675,"N1, LRP293a - LRPE"
315,1164,597.0,22683.40379654893,"N1, LRP293a - LRPE"
316,798,587.0,22497.64909625153,"N1, LRP293a - LRPE"
317,1188,595.0,22483.690471154583,"N1, LRP293a - LRPE"
318,982,604.0,22462.52057378263,"N1, LRP293a - LRPE"
319,756,591.0,22366.90060450232,"N1, LRP293a - LRPE"
320,1184,601.0,22261.569352704406,"N1, LRP293a - LRPE"
321,1090,580.0,21745.52460735029,"N1, LRP293a - LRPE"
322,962,569.0,21696.38482582424,"N1, LRP293a - LRPE"
323,1058,578.0,21384.72884303272,"N1, LRP293a - LRPE"
324,1190,557.0,21245.85835921679,"N1, LRP293a - LRPE"
325,1210,572.0,21243.499437088627,"N1, LRP293a - LRPE"
326,1226,563.0,21161.825804384836,"N1, LRP293a - LRPE"
327,2659,1352.0,20182.3949827152,"N2, LRP191b - LRP228c"
328,1196,529.0,19810.15201364265,"N1, LRP293a - LRPE"
329,2645,1320.0,19701.68106704495,"N2, LRP191b - LRP228c"
330,2607,1288.0,19281.898414197884,"N2, LRP191b - LRP228c"
331,1735,258.0,17350.87056726485,"N106, LRP_insert - LRPE"
332,1797,243.0,16573.976987189402,"N106, LRP_insert - LRPE"
333,1807,246.0,16506.20974259268,"N106, LRP_insert - LRPE"
334,1787,237.0,16206.278176161271,"N106, LRP_insert - LRPE"
335,1709,238.0,16105.401850910663,"N106, LRP_insert - LRPE"
336,1789,237.0,16050.255141870944,"N106, LRP_insert - LRPE"
337,1785,235.0,16050.051040421331,"N106, LRP_insert - LRPE"
338,1715,236.0,15840.965414401073,"N106, LRP_insert - LRPE"
339,1757,234.0,15823.641847534214,"N106, LRP_insert - LRPE"
340,1699,235.0,15821.85577087822,"N106, LRP_insert - LRPE"
341,1723,232.0,15682.462620857112,"N106, LRP_insert - LRPE"
342,1677,227.0,15633.329463950027,"N106, LRP_insert - LRPE"
343,41,7184.0,15491.12914189413,"N1, LRP009a - LRP084a"
344,79,7172.0,15479.78923187163,"N1, LRP009a - LRP084a"
345,27,7156.0,15432.33078256362,"N1, LRP009a - LRP084a"
346,105,7138.0,15379.957850288496,"N1, LRP009a - LRP084a"
347,33,7146.0,15345.168945021553,"N1, LRP009a - LRP084a"
348,57,7094.0,15326.42325362311,"N1, LRP009a - LRP084a"
349,65,7084.0,15277.615330600556,"N1, LRP009a - LRP084a"
350,1763,228.0,15273.374362532926,"N106, LRP_insert - LRPE"
351,1813,225.0,15269.986303054713,"N106, LRP_insert - LRPE"
352,1675,224.0,15111.774021932735,"N106, LRP_insert - LRPE"
353,1823,225.0,15056.40733490116,"N106, LRP_insert - LRPE"
354,111,6968.0,15029.478400605285,"N1, LRP009a - LRP084a"
355,103,6965.0,14988.233102701768,"N1, LRP009a - LRP084a"
356,1739,222.0,14931.028974712715,"N106, LRP_insert - LRPE"
357,119,6918.0,14927.990476400577,"N1, LRP009a - LRP084a"
358,166,6864.0,14797.0540824388,"N1, LRP084a - LRP184a"
359,148,6834.0,14726.714200202628,"N1, LRP084a - LRP184a"
360,226,6814.0,14710.096734396964,"N1, LRP084a - LRP184a"
361,164,6825.0,14704.286091819557,"N1, LRP084a - LRP184a"
362,206,6818.0,14700.19394348181,"N1, LRP084a - LRP184a"
363,160,6839.0,14693.448015475584,"N1, LRP084a - LRP184a"
364,172,6820.0,14688.570277696308,"N1, LRP084a - LRP184a"
365,230,6804.0,14675.28254803024,"N1, LRP084a - LRP184a"
366,202,6807.0,14647.9798842573,"N1, LRP084a - LRP184a"
367,200,6775.0,14588.275858664085,"N1, LRP084a - LRP184a"
368,210,6770.0,14580.391460827335,"N1, LRP084a - LRP184a"
369,196,6780.0,14572.489134731844,"N1, LRP084a - LRP184a"
370,218,6769.0,14517.729752078609,"N1, LRP084a - LRP184a"
371,1855,217.0,14454.95036278926,"N106, LRP_insert - LRPE"
372,1600,5594.0,12032.200968014062,"N105, LRP012a - LRP048"
373,1660,5561.0,12021.69189466723,"N105, LRP012a - LRP048"
374,1642,5569.0,12012.308117643232,"N105, LRP012a - LRP048"
375,1602,5543.0,12005.398182300863,"N105, LRP012a - LRP048"
376,1634,5558.0,11979.468919209521,"N105, LRP012a - LRP048"
377,1568,5558.0,11978.403965505107,"N105, LRPS - LRP012a"
378,1622,5580.0,11978.39328802811,"N105, LRP012a - LRP048"
379,1628,5548.0,11967.084356910767,"N105, LRP012a - LRP048"
380,1654,5548.0,11960.258897938347,"N105, LRP012a - LRP048"
381,1590,5548.0,11896.8635641167,"N105, LRP012a - LRP048"
382,2211,5488.0,11892.863139425712,"N2, LRP117b - LRP146b"
383,1666,5529.0,11880.30487732655,"N105, LRP012a - LRP048"
384,2203,5503.0,11848.378555538193,"N2, LRP117b - LRP146b"
385,1638,5482.0,11820.28213627994,"N105, LRP012a - LRP048"
386,1658,5454.0,11817.707377080656,"N105, LRP012a - LRP048"
387,1624,5482.0,11814.473842706924,"N105, LRP012a - LRP048"
388,2187,5486.0,11803.68475801284,"N2, LRP117b - LRP146b"
389,2319,5472.0,11774.090664646126,"N2, LRP117b - LRP146b"
390,1630,5464.0,11764.82691084898,"N105, LRP012a - LRP048"
391,2229,5476.0,11759.342221198074,"N2, LRP117b - LRP146b"
392,1626,5466.0,11758.187129581223,"N105, LRP012a - LRP048"
393,2287,5433.0,11736.29020492206,"N2, LRP117b - LRP146b"
394,2293,5431.0,11723.89818506822,"N2, LRP117b - LRP146b"
395,2273,5426.0,11723.598186454785,"N2, LRP117b - LRP146b"
396,2217,5444.0,11718.832027970004,"N2, LRP117b - LRP146b"
397,2283,5425.0,11702.346849373302,"N2, LRP117b - LRP146b"
398,600,673.0,10089.424392198183,"N1, LRP293a - LRPE"
399,584,673.0,9977.30418659814,"N1, LRP293a - LRPE"
400,640,658.0,9967.5805869441,"N1, LRP293a - LRPE"
401,762,666.0,9853.079978603706,"N1, LRP293a - LRPE"
402,844,657.0,9836.735486163943,"N1, LRP293a - LRPE"
403,638,657.0,9800.733041697706,"N1, LRP293a - LRPE"
404,706,643.0,9725.252929573207,"N1, LRP293a - LRPE"
405,604,638.0,9617.907166079196,"N1, LRP293a - LRPE"
406,608,638.0,9592.571485174083,"N1, LRP293a - LRPE"
407,970,637.0,9542.726555575831,"N1, LRP293a - LRPE"
408,966,636.0,9530.996595659304,"N1, LRP293a - LRPE"
409,834,635.0,9516.927028703074,"N1, LRP293a - LRPE"
410,858,629.0,9503.173763235314,"N1, LRP293a - LRPE"
411,968,632.0,9486.04866182388,"N1, LRP293a - LRPE"
